review_id,product_id,product_name,service_category,review_text,mapping_scope,consumer_expression,normalized_concept,existing_facet_match,existing_value_match,discovery_type,proposed_facet,proposed_value,evidence_sentence,confidence,medical_outcome_flag
292,13,눈건강 루테인 지아잔틴 솔루션,health-functional-food,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HFF_MAPPED,목넘김,swallowability:easy,swallowability,easy,EXISTING_FACET,,,"이 다가오고있네요! 추석선물 벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HIGH,False
291,,,UNKNOWN,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",UNMAPPED_REFERENCE,챙겨,intake_convenience:convenient,intake_convenience,convenient,EXISTING_FACET,,,"네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HIGH,False
291,,,UNKNOWN,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",UNMAPPED_REFERENCE,캡슐,product_form:capsule,product_form,capsule,EXISTING_FACET,,,"벌써 추석이 다가오고있네요! 추석선물 벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터,",HIGH,False
291,,,UNKNOWN,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",UNMAPPED_REFERENCE,목넘김,swallowability:easy,swallowability,easy,EXISTING_FACET,,,"이 다가오고있네요! 추석선물 벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HIGH,False
290,134,뉴트리미 마이팩 하루 한 포 맞춤영양제,health-functional-food,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HFF_MAPPED,챙겨,intake_convenience:convenient,intake_convenience,convenient,EXISTING_FACET,,,"네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HIGH,False
290,134,뉴트리미 마이팩 하루 한 포 맞춤영양제,health-functional-food,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HFF_MAPPED,캡슐,product_form:capsule,product_form,capsule,EXISTING_FACET,,,"벌써 추석이 다가오고있네요! 추석선물 벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터,",HIGH,False
290,134,뉴트리미 마이팩 하루 한 포 맞춤영양제,health-functional-food,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HFF_MAPPED,목넘김,swallowability:easy,swallowability,easy,EXISTING_FACET,,,"이 다가오고있네요! 추석선물 벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HIGH,False
289,16,뉴트리미 오메가3 (500정),health-functional-food,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HFF_MAPPED,챙겨,intake_convenience:convenient,intake_convenience,convenient,EXISTING_FACET,,,"네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HIGH,False
289,16,뉴트리미 오메가3 (500정),health-functional-food,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HFF_MAPPED,캡슐,product_form:capsule,product_form,capsule,EXISTING_FACET,,,"벌써 추석이 다가오고있네요! 추석선물 벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터,",HIGH,False
289,16,뉴트리미 오메가3 (500정),health-functional-food,"벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HFF_MAPPED,목넘김,swallowability:easy,swallowability,easy,EXISTING_FACET,,,"이 다가오고있네요! 추석선물 벌써 추석이 다가오고있네요! 추석선물 뭐할지 고민되세요 추석선물 추천받고싶은사람 주목!!! 뉴트리미 맞춤 영양제 는 연질캡슐로 크기가 작고 부드러워서 목넘김이 아주 편했어요! 저는 회사갈때나 외출할때 챙겨가서 매일 먹고있어요ㅎㅎㅎ 뉴트리미 영양제로 추석선물도 하고 건강관리도 챙기세요! 루테인-컴퓨터, 핸드폰 자주 사용하는 현대",HIGH,False
288,20,간건강 밀크씨슬,health-functional-food,#체험단 리뷰 평소 피로감이 있는데 밀크씨슬이 간건강과 피로회복에 도움이 된다고해요! 뉴트리미 밀크씨슬은 폴란드산 밀크씨슬 추출물을 사용하여 만들고 Non-GMO 인증 밀크씨슬 씨앗을 사용하기 때문에 안심하고 섭취할 수 있어요 하루 1정 식사 시에 섭취하면 되고 크기도 작아서 목넘김도 쉬워요! 간건강이 염려되시거나 피로감이 심하신 분들은 뉴,HFF_MAPPED,목넘김,swallowability:easy,swallowability,easy,EXISTING_FACET,,,씨슬은 폴란드산 밀크씨슬 추출물을 사용하여 만들고 Non-GMO 인증 밀크씨슬 씨앗을 사용하기 때문에 안심하고 섭취할 수 있어요 하루 1정 식사 시에 섭취하면 되고 크기도 작아서 목넘김도 쉬워요! 간건강이 염려되시거나 피로감이 심하신 분들은 뉴,HIGH,False
287,1,"뉴트리미 에센셜 팩, 1개 150정(30포)",health-functional-food,좋은기회 감사합니다^^ 건강해진 기분이에요!,HFF_MAPPED,,non_facet,,,NON_FACET,,,좋은기회 감사합니다^^ 건강해진 기분 좋은기회 감사합니다^^ 건강해진 기분이에요!,LOW,False
286,,,UNKNOWN,가족 선물해줬는데 20대 여성이 꼬박꼬박 챙겨먹고있어요!,UNMAPPED_REFERENCE,챙겨,intake_convenience:convenient,intake_convenience,convenient,EXISTING_FACET,,,가족 선물해줬는데 20대 여성이 꼬박 가족 선물해줬는데 20대 여성이 꼬박꼬박 챙겨먹고있어요!,HIGH,False
285,21,뉴트리미 테아닌,health-functional-food,테아민은 처음들어보는데 스트레스에 좋다고해서 저녁에 먹으니 아침에 상쾌하네요~,HFF_MAPPED,,non_facet,,,NON_FACET,,,테아민은 처음들어보는데 스트레스에 좋 테아민은 처음들어보는데 스트레스에 좋다고해서 저녁에 먹으니 아침에 상쾌하네요~,LOW,False
284,17,혈압밸런스 코엔자임 Q10,health-functional-food,오메가3랑 같이 먹으면 좋다해서 같이 먹고 있습니다! 하루한알에 알약크기도 작아서 걸림이 없네요ㅎ,HFF_MAPPED,알약,product_form:tablet,product_form,tablet,EXISTING_FACET,,,오메가3랑 같이 먹으면 좋다해서 같이 오메가3랑 같이 먹으면 좋다해서 같이 먹고 있습니다! 하루한알에 알약크기도 작아서 걸림이 없네요ㅎ,HIGH,False
283,20,간건강 밀크씨슬,health-functional-food,간건강에 밀크씨슬은 필수인데 먹던게 다 떨어져서 뉴트리미 먹어보니 더 좋네요ㅎㅎ,HFF_MAPPED,,non_facet,,,NON_FACET,,,간건강에 밀크씨슬은 필수인데 먹던게 간건강에 밀크씨슬은 필수인데 먹던게 다 떨어져서 뉴트리미 먹어보니 더 좋네요ㅎㅎ,LOW,False
282,14,올인원 멀티비타민 밸런스,health-functional-food,다양한 비타민군과 미네랄을 한알로 채우고 아침마다 먹으면 하루가 덜 피곤해요,HFF_MAPPED,,non_facet,,,NON_FACET,,,다양한 비타민군과 미네랄을 한알로 채 다양한 비타민군과 미네랄을 한알로 채우고 아침마다 먹으면 하루가 덜 피곤해요,LOW,False
281,18,쏘팔메토옥타코사놀11520,health-functional-food,남성건강에 필요한데 너무 좋은 영양제입니다~,HFF_MAPPED,,non_facet,,,NON_FACET,,,남성건강에 필요한데 너무 좋은 영양제 남성건강에 필요한데 너무 좋은 영양제입니다~,LOW,False
280,15,칼마디앤K2,health-functional-food,칼슘 마그네슘 비타민D를 한번에 챙길수있어 너무 간편합니다,HFF_MAPPED,간편,intake_convenience:convenient,intake_convenience,convenient,EXISTING_FACET,,,칼슘 마그네슘 비타민D를 한번에 챙길 칼슘 마그네슘 비타민D를 한번에 챙길수있어 너무 간편합니다,HIGH,False
279,1,"뉴트리미 에센셜 팩, 1개 150정(30포)",health-functional-food,패키지도 귀엽고 건강챙기면서 먹기 좋아요,HFF_MAPPED,,non_facet,,,NON_FACET,,,패키지도 귀엽고 건강챙기면서 먹기 좋 패키지도 귀엽고 건강챙기면서 먹기 좋아요,LOW,False
278,1,"뉴트리미 에센셜 팩, 1개 150정(30포)",health-functional-food,알약크기도 작고 목넘김도 거슬림이 없어요.,HFF_MAPPED,알약,product_form:tablet,product_form,tablet,EXISTING_FACET,,,알약크기도 작고 목넘김도 거슬림이 없 알약크기도 작고 목넘김도 거슬림이 없어요.,HIGH,False
278,1,"뉴트리미 에센셜 팩, 1개 150정(30포)",health-functional-food,알약크기도 작고 목넘김도 거슬림이 없어요.,HFF_MAPPED,목넘김,swallowability:easy,swallowability,easy,EXISTING_FACET,,,알약크기도 작고 목넘김도 거슬림이 없 알약크기도 작고 목넘김도 거슬림이 없어요.,HIGH,False
277,1,"뉴트리미 에센셜 팩, 1개 150정(30포)",health-functional-food,여러제품을 체험할수있어서 좋았어요. 알약크기도 작아서 목넘김이 편해서 더욱 편했어요 서로성분겹치지않게 만든점이 칭찬하고싶네요,HFF_MAPPED,성분,ingredient_inclusion:ingredient_mentioned,ingredient_inclusion,ingredient_mentioned,EXISTING_FACET,,,여러제품을 체험할수있어서 좋았어요. 여러제품을 체험할수있어서 좋았어요. 알약크기도 작아서 목넘김이 편해서 더욱 편했어요 서로성분겹치지않게 만든점이 칭찬하고싶네요,HIGH,False
277,1,"뉴트리미 에센셜 팩, 1개 150정(30포)",health-functional-food,여러제품을 체험할수있어서 좋았어요. 알약크기도 작아서 목넘김이 편해서 더욱 편했어요 서로성분겹치지않게 만든점이 칭찬하고싶네요,HFF_MAPPED,알약,product_form:tablet,product_form,tablet,EXISTING_FACET,,,여러제품을 체험할수있어서 좋았어요. 여러제품을 체험할수있어서 좋았어요. 알약크기도 작아서 목넘김이 편해서 더욱 편했어요 서로성분겹치지않게 만든점이 칭찬하고싶네요,HIGH,False
277,1,"뉴트리미 에센셜 팩, 1개 150정(30포)",health-functional-food,여러제품을 체험할수있어서 좋았어요. 알약크기도 작아서 목넘김이 편해서 더욱 편했어요 서로성분겹치지않게 만든점이 칭찬하고싶네요,HFF_MAPPED,목넘김,swallowability:easy,swallowability,easy,EXISTING_FACET,,,여러제품을 체험할수있어서 좋았어요. 여러제품을 체험할수있어서 좋았어요. 알약크기도 작아서 목넘김이 편해서 더욱 편했어요 서로성분겹치지않게 만든점이 칭찬하고싶네요,HIGH,False
276,134,뉴트리미 마이팩 하루 한 포 맞춤영양제,health-functional-food,"너무나 다양한 영양제를 받아 가족들 건강까지 챙길 수 있게 되어 너무 감사해요~ 가족 개개인 마다 필요한 영양이 다르니 각자 필요로 하는 영양제를 나눠 섭취중이랍니다~ 개봉해보니 알록달록 색깔도 이쁘고 여러 알을 한번에 섭취해도 작은 크키의 목 넘김이 편한 사이즈라 먹기 좋아 완전 만족해요 제품마다 원료사, 원산지, 함량까지 기재되어 있어 안심하고",HFF_MAPPED,개봉,opening_convenience,,,NEW_FACET_CANDIDATE,opening_convenience,,"아 가족들 너무나 다양한 영양제를 받아 가족들 건강까지 챙길 수 있게 되어 너무 감사해요~ 가족 개개인 마다 필요한 영양이 다르니 각자 필요로 하는 영양제를 나눠 섭취중이랍니다~ 개봉해보니 알록달록 색깔도 이쁘고 여러 알을 한번에 섭취해도 작은 크키의 목 넘김이 편한 사이즈라 먹기 좋아 완전 만족해요 제품마다 원료사, 원산지, 함량까지 기재되어 있어 안심하고",MEDIUM,False
276,134,뉴트리미 마이팩 하루 한 포 맞춤영양제,health-functional-food,"너무나 다양한 영양제를 받아 가족들 건강까지 챙길 수 있게 되어 너무 감사해요~ 가족 개개인 마다 필요한 영양이 다르니 각자 필요로 하는 영양제를 나눠 섭취중이랍니다~ 개봉해보니 알록달록 색깔도 이쁘고 여러 알을 한번에 섭취해도 작은 크키의 목 넘김이 편한 사이즈라 먹기 좋아 완전 만족해요 제품마다 원료사, 원산지, 함량까지 기재되어 있어 안심하고",HFF_MAPPED,원료,ingredient_inclusion:ingredient_mentioned,ingredient_inclusion,ingredient_mentioned,EXISTING_FACET,,,"자 필요로 하는 영양제를 나눠 섭취중이랍니다~ 개봉해보니 알록달록 색깔도 이쁘고 여러 알을 한번에 섭취해도 작은 크키의 목 넘김이 편한 사이즈라 먹기 좋아 완전 만족해요 제품마다 원료사, 원산지, 함량까지 기재되어 있어 안심하고",HIGH,False
276,134,뉴트리미 마이팩 하루 한 포 맞춤영양제,health-functional-food,"너무나 다양한 영양제를 받아 가족들 건강까지 챙길 수 있게 되어 너무 감사해요~ 가족 개개인 마다 필요한 영양이 다르니 각자 필요로 하는 영양제를 나눠 섭취중이랍니다~ 개봉해보니 알록달록 색깔도 이쁘고 여러 알을 한번에 섭취해도 작은 크키의 목 넘김이 편한 사이즈라 먹기 좋아 완전 만족해요 제품마다 원료사, 원산지, 함량까지 기재되어 있어 안심하고",HFF_MAPPED,함량,ingredient_inclusion:ingredient_mentioned,ingredient_inclusion,ingredient_mentioned,EXISTING_FACET,,,"양제를 나눠 섭취중이랍니다~ 개봉해보니 알록달록 색깔도 이쁘고 여러 알을 한번에 섭취해도 작은 크키의 목 넘김이 편한 사이즈라 먹기 좋아 완전 만족해요 제품마다 원료사, 원산지, 함량까지 기재되어 있어 안심하고",HIGH,False
275,116,[마이팩] 뉴트리미 하이key팩,health-functional-food,DHA.EPA 흡수좋은 rTG오메가3라서 좋아요 페퍼민트라니 신기하네요.다른건 이렇게 신경쓰지않앗던거같은데요.비린내 없어서 좋아요,HFF_MAPPED,비린내,odor:fishy,odor,fishy,EXISTING_FACET,,,DHA.EPA 흡수좋은 rTG오메가 DHA.EPA 흡수좋은 rTG오메가3라서 좋아요 페퍼민트라니 신기하네요.다른건 이렇게 신경쓰지않앗던거같은데요.비린내 없어서 좋아요,HIGH,False
275,116,[마이팩] 뉴트리미 하이key팩,health-functional-food,DHA.EPA 흡수좋은 rTG오메가3라서 좋아요 페퍼민트라니 신기하네요.다른건 이렇게 신경쓰지않앗던거같은데요.비린내 없어서 좋아요,HFF_MAPPED,비린,odor:fishy,odor,fishy,EXISTING_FACET,,,DHA.EPA 흡수좋은 rTG오메가 DHA.EPA 흡수좋은 rTG오메가3라서 좋아요 페퍼민트라니 신기하네요.다른건 이렇게 신경쓰지않앗던거같은데요.비린내 없어서 좋아요,HIGH,False
274,14,올인원 멀티비타민 밸런스,health-functional-food,요 작은 한알에 비타민13종에 미네랄3종이 다 들었다니 작은데 알차요.,HFF_MAPPED,,non_facet,,,NON_FACET,,,요 작은 한알에 비타민13종에 미네 요 작은 한알에 비타민13종에 미네랄3종이 다 들었다니 작은데 알차요.,LOW,False
273,134,뉴트리미 마이팩 하루 한 포 맞춤영양제,health-functional-food,여러가지 영양제 종류별로 체험 기회주셔서 너무감사합니다! 영양성분도 다 너무 좋고 뉴트리미로 정착하기로 했답니다. 남편.친정엄마.친정아빠.저 까지 모두 뉴트리미로,HFF_MAPPED,성분,ingredient_inclusion:ingredient_mentioned,ingredient_inclusion,ingredient_mentioned,EXISTING_FACET,,,여러가지 영양제 종류별로 체험 기회주 여러가지 영양제 종류별로 체험 기회주셔서 너무감사합니다! 영양성분도 다 너무 좋고 뉴트리미로 정착하기로 했답니다. 남편.친정엄마.친정아빠.저 까지 모두 뉴트리미로,HIGH,False
272,1,"뉴트리미 에센셜 팩, 1개 150정(30포)",health-functional-food,2차성징이 시작된지 오래됐고 사춘기가 오기 시작한 아이에게 다양하게 도움을 줄수있는 제품인거 같아요 공부니 학원이니 오래 책상에 앉아있는 요즘 아이들에게 정말 필요한 다양한 영양소들이 들어있어 요거 한통으로 꾸준히 건강관리 할꺼예요~^^,HFF_MAPPED,,non_facet,,,NON_FACET,,,2차성징이 시작된지 오래됐고 사춘기가 2차성징이 시작된지 오래됐고 사춘기가 오기 시작한 아이에게 다양하게 도움을 줄수있는 제품인거 같아요 공부니 학원이니 오래 책상에 앉아있는 요즘 아이들에게 정말 필요한 다양한 영양소들이 들어있어 요거 한통으로 꾸준히 건강관리 할꺼예요~^^,LOW,False
271,15,칼마디앤K2,health-functional-food,40대의 남자의 일상이란 가족위해서 아침부터 출근해서 스트레스에 술에 여러가지 압박에 피곤해서 운동도 챙기기 힘들고 운동을 하려해도 체력이 떨어져 원하는 만큼 하지못해 악순환이 반복되는거 같아요~칼슘으로 신경과 근육기능유지에 도움을주고 뼈와 치아등을 튼튼히 유지시켜주면서 골다공증발생 위험에 감소도움까지 주니까 남편뿐만아니라 저희 부부에게 꼭 필요한 영양제,HFF_MAPPED,,non_facet,,,NON_FACET,,,40대의 남자의 일상이란 가족위해서 40대의 남자의 일상이란 가족위해서 아침부터 출근해서 스트레스에 술에 여러가지 압박에 피곤해서 운동도 챙기기 힘들고 운동을 하려해도 체력이 떨어져 원하는 만큼 하지못해 악순환이 반복되는거 같아요~칼슘으로 신경과 근육기능유지에 도움을주고 뼈와 치아등을 튼튼히 유지시켜주면서 골다공증발생 위험에 감소도움까지 주니까 남편뿐만아니라 저희 부부에게 꼭 필요한 영양제,LOW,False
270,21,뉴트리미 테아닌,health-functional-food,조금 생소한 영양제~테아닌~ 그런데 이거 진짜 현대사회 사람들에게는 필수인 영양제인듯 합니다~스트레스에 긴장완화까지 도움을주니 당연히 일할때 맘이 편해지고 능률은 올라서 너무 많이 도움이 되는거 같아요~ 저희 남편의 원픽!,HFF_MAPPED,완화,medical_outcome,,,SUBJECTIVE_MEDICAL_OUTCOME,,,조금 생소한 영양제~테아닌~ 그런데 조금 생소한 영양제~테아닌~ 그런데 이거 진짜 현대사회 사람들에게는 필수인 영양제인듯 합니다~스트레스에 긴장완화까지 도움을주니 당연히 일할때 맘이 편해지고 능률은 올라서 너무 많이 도움이 되는거 같아요~ 저희 남편의 원픽!,HIGH,True
269,18,쏘팔메토옥타코사놀11520,health-functional-food,남편에게 웃으며 전립선건강 영양제를 권하니까 왜 웃냐며 사실 소변볼때 찝찝하다네요ㅜㅜ 왜 말안했냐니까 부끄럽다나 뭐라나ㅋㅋ정말 적기적소에 뉴트리미 전립선건강 영양제로 예방할수 있어서 다행입니다~실제로 밤에 화장실가는 횟수가 조금 줄었데요~너무 감사해요,HFF_MAPPED,,non_facet,,,NON_FACET,,,남편에게 웃으며 전립선건강 영양제를 남편에게 웃으며 전립선건강 영양제를 권하니까 왜 웃냐며 사실 소변볼때 찝찝하다네요ㅜㅜ 왜 말안했냐니까 부끄럽다나 뭐라나ㅋㅋ정말 적기적소에 뉴트리미 전립선건강 영양제로 예방할수 있어서 다행입니다~실제로 밤에 화장실가는 횟수가 조금 줄었데요~너무 감사해요,LOW,False
268,,,UNKNOWN,40대니 아직 갱년기까지는 신경쓰고 싶지 않지만 동네 언니들보면 갱년기와서 엄청 힘들어 하더라구요~사춘기애들보다 더 예민해 지는걸보고 미리미리 저의 오지않은 갱년기도 챙기면 좋겠다~싶어요~ 꾸준히 먹고 건강한 나이듬을 받아드리렵니다,UNMAPPED_REFERENCE,,non_facet,,,NON_FACET,,,40대니 아직 갱년기까지는 신경쓰고 40대니 아직 갱년기까지는 신경쓰고 싶지 않지만 동네 언니들보면 갱년기와서 엄청 힘들어 하더라구요~사춘기애들보다 더 예민해 지는걸보고 미리미리 저의 오지않은 갱년기도 챙기면 좋겠다~싶어요~ 꾸준히 먹고 건강한 나이듬을 받아드리렵니다,LOW,False
267,116,[마이팩] 뉴트리미 하이key팩,health-functional-food,초등학교 5학년 저희 딸은 알약을 잘 먹지 못해서 아직도 감기약은 가루나 액상을 타다먹어요~ 그런데 뉴트리미 오메가3은 2알인데도 잘 먹더라구요~ 생리도 시작하고 사춘기도 스물스물 올라오는 우리 귀한딸~ 뉴트리미로 건강 챙겨줄께요,HFF_MAPPED,챙겨,intake_convenience:convenient,intake_convenience,convenient,EXISTING_FACET,,,못해서 아직도 감기약은 가루나 액상을 타다먹어요~ 그런데 뉴트리미 오메가3은 2알인데도 잘 먹더라구요~ 생리도 시작하고 사춘기도 스물스물 올라오는 우리 귀한딸~ 뉴트리미로 건강 챙겨줄께요,HIGH,False
267,116,[마이팩] 뉴트리미 하이key팩,health-functional-food,초등학교 5학년 저희 딸은 알약을 잘 먹지 못해서 아직도 감기약은 가루나 액상을 타다먹어요~ 그런데 뉴트리미 오메가3은 2알인데도 잘 먹더라구요~ 생리도 시작하고 사춘기도 스물스물 올라오는 우리 귀한딸~ 뉴트리미로 건강 챙겨줄께요,HFF_MAPPED,알약,product_form:tablet,product_form,tablet,EXISTING_FACET,,,초등학교 5학년 저희 딸은 알약을 잘 초등학교 5학년 저희 딸은 알약을 잘 먹지 못해서 아직도 감기약은 가루나 액상을 타다먹어요~ 그런데 뉴트리미 오메가3은 2알인데도 잘 먹더라구요~ 생리도 시작하고 사춘기도,HIGH,False
